9,12,13,14,15,16,17,code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC,Correct
Final,60c048ca962103e0da201a34,GP-U-A1,the reporter who was told the rumour yelled at the witness.,What did the reporter do?,I,yell at the witness,GP-U-A1,the reporter who was told the rumour yelled at the witness.,What did the reporter do?,,yelled at the witness,"yelled at the witness
yelled",yelled at the witness,37,F,the reporter who was told the rumour,the reporter,the witness,0
Final,60f814d5348f2f80c0e60c3a,GP-U-A1,the reporter who was told the rumour yelled at the witness.,What did the reporter do?,I,yelled at the witness,GP-U-A1,the reporter who was told the rumour yelled at the witness.,What did the reporter do?,,yelled at the witness,"yelled at the witness
yelled",yelled at the witness,37,F,the reporter who was told the rumour,the reporter,the witness,1
Final,5cd74735c78b7d0001f9b364,GP-U-A1,the reporter who was told the rumour yelled at the witness.,What did the reporter do?,I,yelled at the witness%0a,GP-U-A1,the reporter who was told the rumour yelled at the witness.,What did the reporter do?,,yelled at the witness,"yelled at the witness
yelled",yelled at the witness,37,F,the reporter who was told the rumour,the reporter,the witness,0
Final,5c30a8e12644d70001858e18,LC-U-A2,the boy scout thanked the pack leader who was knitted a scarf.,What did the pack leader get?,I,a scarf.,LC-U-A2,the boy scout thanked the pack leader who was knitted a scarf.,What did the pack leader get?,,"knitted a scarf
a scarf","knitted a scarf
a scarf
knitted a scarf
scarf",knitted a scarf,46,F,the pack leader who was knitted a scarf,the pack leader,the boy scout,1
Final,60c048ca962103e0da201a34,LC-U-A2,the boy scout thanked the pack leader who was knitted a scarf.,What did the pack leader get?,I,a knitted scarf,LC-U-A2,the boy scout thanked the pack leader who was knitted a scarf.,What did the pack leader get?,,"knitted a scarf
a scarf","knitted a scarf
a scarf
knitted a scarf
scarf",knitted a scarf,46,F,the pack leader who was knitted a scarf,the pack leader,the boy scout,0
Final,60f814d5348f2f80c0e60c3a,LC-U-A2,the boy scout thanked the pack leader who was knitted a scarf.,What did the pack leader get?,I,a knitted scarf,LC-U-A2,the boy scout thanked the pack leader who was knitted a scarf.,What did the pack leader get?,,"knitted a scarf
a scarf","knitted a scarf
a scarf
knitted a scarf
scarf",knitted a scarf,46,F,the pack leader who was knitted a scarf,the pack leader,the boy scout,0
Final,5cd74735c78b7d0001f9b364,LC-U-A2,the boy scout thanked the pack leader who was knitted a scarf.,What did the pack leader get?,I,a scarf%0a,LC-U-A2,the boy scout thanked the pack leader who was knitted a scarf.,What did the pack leader get?,,"knitted a scarf
a scarf","knitted a scarf
a scarf
knitted a scarf
scarf",knitted a scarf,46,F,the pack leader who was knitted a scarf,the pack leader,the boy scout,0
Final,5c30a8e12644d70001858e18,LC-A-A1,the cheerleader smiled at the teenager burned a cd.,What did the cheerleader do?,I,%0asmiled at the teenager,LC-A-A1,the cheerleader smiled at the teenager burned a cd.,What did the cheerleader do?,,"smiled at the teenager
smiled at the teenager burned a cd","smiled at the teenager
smiled at the teenager burned a cd
smiled",smiled at the teenager,16,F,the teenager burned a cd,the teenager,the cheerleader,0
Final,60c048ca962103e0da201a34,LC-A-A1,the cheerleader smiled at the teenager burned a cd.,What did the cheerleader do?,I,smile at the teenager,LC-A-A1,the cheerleader smiled at the teenager burned a cd.,What did the cheerleader do?,,"smiled at the teenager
smiled at the teenager burned a cd","smiled at the teenager
smiled at the teenager burned a cd
smiled",smiled at the teenager,16,F,the teenager burned a cd,the teenager,the cheerleader,0
Final,60f814d5348f2f80c0e60c3a,LC-A-A1,the cheerleader smiled at the teenager burned a cd.,What did the cheerleader do?,I,smiled at the teenager burned a cd,LC-A-A1,the cheerleader smiled at the teenager burned a cd.,What did the cheerleader do?,,"smiled at the teenager
smiled at the teenager burned a cd","smiled at the teenager
smiled at the teenager burned a cd
smiled",smiled at the teenager,16,F,the teenager burned a cd,the teenager,the cheerleader,1
Final,5cd74735c78b7d0001f9b364,LC-A-A1,the cheerleader smiled at the teenager burned a cd.,What did the cheerleader do?,I,the cheerleader smiled at the teenager,LC-A-A1,the cheerleader smiled at the teenager burned a cd.,What did the cheerleader do?,,"smiled at the teenager
smiled at the teenager burned a cd","smiled at the teenager
smiled at the teenager burned a cd
smiled",smiled at the teenager,16,F,the teenager burned a cd,the teenager,the cheerleader,0
Final,5c30a8e12644d70001858e18,LC-U-A1,the tutor hugged the boy who was sent an invitation.,What did the tutor do?,I,%0ahugged the boy who was sent an invitation.,LC-U-A1,the tutor hugged the boy who was sent an invitation.,What did the tutor do?,"x
do -> get","hugged the boy
the boy","hugged the boy
hugged the boy who was sent an invitation
hugged",hugged the boy,10,F,the boy who was sent an invitation,the boy,the tutor,0
Final,60c048ca962103e0da201a34,LC-U-A1,the tutor hugged the boy who was sent an invitation.,What did the tutor do?,I,hug the boy,LC-U-A1,the tutor hugged the boy who was sent an invitation.,What did the tutor do?,"x
do -> get","hugged the boy
the boy","hugged the boy
hugged the boy who was sent an invitation
hugged",hugged the boy,10,F,the boy who was sent an invitation,the boy,the tutor,0
Final,60f814d5348f2f80c0e60c3a,LC-U-A1,the tutor hugged the boy who was sent an invitation.,What did the tutor do?,I,hug the boy who was sent an invitation,LC-U-A1,the tutor hugged the boy who was sent an invitation.,What did the tutor do?,"x
do -> get","hugged the boy
the boy","hugged the boy
hugged the boy who was sent an invitation
hugged",hugged the boy,10,F,the boy who was sent an invitation,the boy,the tutor,0
Final,5cd74735c78b7d0001f9b364,LC-U-A1,the tutor hugged the boy who was sent an invitation.,What did the tutor do?,I,hugged the boy,LC-U-A1,the tutor hugged the boy who was sent an invitation.,What did the tutor do?,"x
do -> get","hugged the boy
the boy","hugged the boy
hugged the boy who was sent an invitation
hugged",hugged the boy,10,F,the boy who was sent an invitation,the boy,the tutor,1
Final,5c30a8e12644d70001858e18,GP-A-AM,the child read a story hugged the nanny.,Who gave a hug?,I,%0athe child,GP-A-AM,the child read a story hugged the nanny.,Who gave a hug?,,"the child read a story
the child","the child read a story
the child
child read a story
child",the child,0,F,the child read a story,the child,the nanny,0
Final,60c048ca962103e0da201a34,GP-A-AM,the child read a story hugged the nanny.,Who gave a hug?,I,the child,GP-A-AM,the child read a story hugged the nanny.,Who gave a hug?,,"the child read a story
the child","the child read a story
the child
child read a story
child",the child,0,F,the child read a story,the child,the nanny,1
Final,60f814d5348f2f80c0e60c3a,GP-A-AM,the child read a story hugged the nanny.,Who gave a hug?,I,the child,GP-A-AM,the child read a story hugged the nanny.,Who gave a hug?,,"the child read a story
the child","the child read a story
the child
child read a story
child",the child,0,F,the child read a story,the child,the nanny,1
Final,5cd74735c78b7d0001f9b364,GP-A-AM,the child read a story hugged the nanny.,Who gave a hug?,I,the child%0a,GP-A-AM,the child read a story hugged the nanny.,Who gave a hug?,,"the child read a story
the child","the child read a story
the child
child read a story
child",the child,0,F,the child read a story,the child,the nanny,0
Final,5c30a8e12644d70001858e18,LC-U-A1,the audience greeted the chef who was presented the new knife.,What did the audience do?,I,%0a greeted the chef,LC-U-A1,the audience greeted the chef who was presented the new knife.,What did the audience do?,"x
do -> get","greeted the chef
the chef","greeted the chef
greeted the chef who was presented the new knife
greeted",greeted the chef,13,F,the chef who was presented the new knife,the chef,the audience,0
Final,60c048ca962103e0da201a34,LC-U-A1,the audience greeted the chef who was presented the new knife.,What did the audience do?,I,greeted the chef,LC-U-A1,the audience greeted the chef who was presented the new knife.,What did the audience do?,"x
do -> get","greeted the chef
the chef","greeted the chef
greeted the chef who was presented the new knife
greeted",greeted the chef,13,F,the chef who was presented the new knife,the chef,the audience,1
Final,60f814d5348f2f80c0e60c3a,LC-U-A1,the audience greeted the chef who was presented the new knife.,What did the audience do?,I,greet the chef,LC-U-A1,the audience greeted the chef who was presented the new knife.,What did the audience do?,"x
do -> get","greeted the chef
the chef","greeted the chef
greeted the chef who was presented the new knife
greeted",greeted the chef,13,F,the chef who was presented the new knife,the chef,the audience,0
Final,5cd74735c78b7d0001f9b364,LC-U-A1,the audience greeted the chef who was presented the new knife.,What did the audience do?,I,greeted the chef%0a,LC-U-A1,the audience greeted the chef who was presented the new knife.,What did the audience do?,"x
do -> get","greeted the chef
the chef","greeted the chef
greeted the chef who was presented the new knife
greeted",greeted the chef,13,F,the chef who was presented the new knife,the chef,the audience,0
Final,5c30a8e12644d70001858e18,LC-U-A2,a cab driver spotted the traveller who was booked the flight.,What did the traveller get?,I,booked the flight.,LC-U-A2,a cab driver spotted the traveller who was booked the flight.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,43,F,the traveller who was booked the flight,the traveller,a cab driver,1
Final,60c048ca962103e0da201a34,LC-U-A2,a cab driver spotted the traveller who was booked the flight.,What did the traveller get?,I,a flight booked,LC-U-A2,a cab driver spotted the traveller who was booked the flight.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,43,F,the traveller who was booked the flight,the traveller,a cab driver,0
Final,60f814d5348f2f80c0e60c3a,LC-U-A2,a cab driver spotted the traveller who was booked the flight.,What did the traveller get?,I,a flight,LC-U-A2,a cab driver spotted the traveller who was booked the flight.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,43,F,the traveller who was booked the flight,the traveller,a cab driver,0
Final,5cd74735c78b7d0001f9b364,LC-U-A2,a cab driver spotted the traveller who was booked the flight.,What did the traveller get?,I,a flight,LC-U-A2,a cab driver spotted the traveller who was booked the flight.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,43,F,the traveller who was booked the flight,the traveller,a cab driver,0
Final,5c30a8e12644d70001858e18,LC-U-A2,the cardinal telephoned the priest who was mailed a request.,What did the priest get?,I,%0amailed a request.,LC-U-A2,the cardinal telephoned the priest who was mailed a request.,What did the priest get?,,"mailed a request
a request","mailed a request
a request
mailed a request
request",mailed a request,43,F,the priest who was mailed a request,the priest,the cardinal,0
Final,60c048ca962103e0da201a34,LC-U-A2,the cardinal telephoned the priest who was mailed a request.,What did the priest get?,I,a telephone call from the cardinal,LC-U-A2,the cardinal telephoned the priest who was mailed a request.,What did the priest get?,,"mailed a request
a request","mailed a request
a request
mailed a request
request",mailed a request,43,F,the priest who was mailed a request,the priest,the cardinal,0
Final,60f814d5348f2f80c0e60c3a,LC-U-A2,the cardinal telephoned the priest who was mailed a request.,What did the priest get?,I,mailed request,LC-U-A2,the cardinal telephoned the priest who was mailed a request.,What did the priest get?,,"mailed a request
a request","mailed a request
a request
mailed a request
request",mailed a request,43,F,the priest who was mailed a request,the priest,the cardinal,0
Final,5cd74735c78b7d0001f9b364,LC-U-A2,the cardinal telephoned the priest who was mailed a request.,What did the priest get?,I,a request,LC-U-A2,the cardinal telephoned the priest who was mailed a request.,What did the priest get?,,"mailed a request
a request","mailed a request
a request
mailed a request
request",mailed a request,43,F,the priest who was mailed a request,the priest,the cardinal,1
Final,5c30a8e12644d70001858e18,GP-A-AM,the girl won a stuffed bear ignored the carnival worker.,Who ignored the carnival worker?,I,%0athe girl,GP-A-AM,the girl won a stuffed bear ignored the carnival worker.,Who ignored the carnival worker?,,"the girl won a stuffed bear
the girl","the girl won a stuffed bear
the girl
girl won a stuffed bear
girl",the girl,0,F,the girl won a stuffed bear,the girl,the carnival worker,0
