code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC
GP-A-AM,the inspector paid a fee argued with the fireman.,Who argued?,,"the inspector paid a fee
the inspector","the inspector paid a fee
the inspector
inspector paid a fee
inspector",the inspector,0,F,the inspector paid a fee,the inspector,the fireman
GP-U-AM,the inspector who was paid a fee argued with the fireman.,Who argued?,,"the inspector who was paid a fee
the inspector","the inspector who was paid a fee
the inspector
inspector who was paid a fee
inspector",the inspector,0,F,the inspector who was paid a fee,the inspector,the fireman
GP-U-PM,the inspector who was paid a fee argued with the fireman.,Who was argued with?,,the fireman,"the fireman
fireman",the fireman,45,F,the inspector who was paid a fee,the inspector,the fireman
GP-U-PE,the inspector who was paid a fee argued with the fireman.,Who was paid a fee?,,"the inspector who was paid a fee
the inspector","the inspector who was paid a fee
the inspector
inspector who was paid a fee
inspector",the inspector,0,F,the inspector who was paid a fee,the inspector,the fireman
GP-U-A1,the inspector who was paid a fee argued with the fireman.,What did the inspector do?,,argued with the fireman,"argued with the fireman
argued",argued with the fireman,33,F,the inspector who was paid a fee,the inspector,the fireman
GP-A-PM,the instructor submitted the plagiarized papers visited the dean.,Who was visited?,,the dean,"the dean
dean",the dean,56,F,the instructor submitted the plagiarized papers,the instructor,the dean
GP-A-PE,the instructor submitted the plagiarized papers visited the dean.,Who was submitted the plagarized papers?,,"the instructor submitted the plagiarized papers
the instructor","the instructor submitted the plagiarized papers
the instructor
instructor submitted the plagiarized papers
instructor",the instructor,0,F,the instructor submitted the plagiarized papers,the instructor,the dean
GP-A-A1,the instructor submitted the plagiarized papers visited the dean.,What did the instructor do?,,visited the dean,"visited the dean
visited",visited the dean,48,F,the instructor submitted the plagiarized papers,the instructor,the dean
LC-A-AM,the dean visited the instructor submitted the plagiarized papers.,Who visited the instructor?,,the dean,"the dean
dean",the dean,0,F,the instructor submitted the plagiarized papers,the instructor,the dean
LC-A-PM,the dean visited the instructor submitted the plagiarized papers.,Who was visited?,,"the instructor submitted the plagiarized papers
the instructor","the instructor submitted the plagiarized papers
the instructor
instructor submitted the plagiarized papers
instructor",the instructor,17,F,the instructor submitted the plagiarized papers,the instructor,the dean
LC-A-PE,the dean visited the instructor submitted the plagiarized papers.,Who was submitted the plagarized papers?,,the instructor,"the instructor
instructor",the instructor,17,F,the instructor submitted the plagiarized papers,the instructor,the dean
LC-A-A2,the banker bragged to the millionaire sculpted a statue.,What did the millionaire get?,,"sculpted a statue
a statue","sculpted a statue
a statue
sculpted a statue
statue",sculpted a statue,38,F,the millionaire sculpted a statue,the millionaire,the banker
LC-A-A1,the dean visited the instructor submitted the plagiarized papers.,What did the dean do?,,"visited the instructor
visited the instructor submitted the plagiarized papers","visited the instructor
visited the instructor submitted the plagiarized papers
visited",visited the instructor,9,F,the instructor submitted the plagiarized papers,the instructor,the dean
GP-A-AM,the instructor submitted the plagiarized papers visited the dean.,Who visited the dean?,,"the instructor submitted the plagiarized papers
the instructor","the instructor submitted the plagiarized papers
the instructor
instructor submitted the plagiarized papers
instructor",the instructor,0,F,the instructor submitted the plagiarized papers,the instructor,the dean
GP-U-AM,the instructor who was submitted the plagiarized papers visited the dean.,Who visited the dean?,,"the instructor who was submitted the plagiarized papers
the instructor","the instructor who was submitted the plagiarized papers
the instructor
instructor who was submitted the plagiarized papers
instructor",the instructor,0,F,the instructor who was submitted the plagiarized papers,the instructor,the dean
GP-U-PM,the instructor who was submitted the plagiarized papers visited the dean.,Who was visited?,,the dean,"the dean
dean",the dean,64,F,the instructor who was submitted the plagiarized papers,the instructor,the dean
GP-U-PE,the instructor who was submitted the plagiarized papers visited the dean.,Who was submitted the plagarized papers?,,"the instructor who was submitted the plagiarized papers
the instructor","the instructor who was submitted the plagiarized papers
the instructor
instructor who was submitted the plagiarized papers
instructor",the instructor,0,F,the instructor who was submitted the plagiarized papers,the instructor,the dean
GP-U-A1,the instructor who was submitted the plagiarized papers visited the dean.,What did the instructor do?,,visited the dean,"visited the dean
visited",visited the dean,56,F,the instructor who was submitted the plagiarized papers,the instructor,the dean
LC-U-AM,the dean visited the instructor who was submitted the plagiarized papers.,Who visited the instructor?,,the dean,"the dean
dean",the dean,0,F,the instructor who was submitted the plagiarized papers,the instructor,the dean
LC-U-PM,the dean visited the instructor who was submitted the plagiarized papers.,Who was visited?,,"the instructor who was submitted the plagiarized papers
the instructor","the instructor who was submitted the plagiarized papers
the instructor
instructor who was submitted the plagiarized papers
instructor",the instructor,17,F,the instructor who was submitted the plagiarized papers,the instructor,the dean
LC-U-PE,the dean visited the instructor who was submitted the plagiarized papers.,Who was submitted the plagarized papers?,,the instructor,"the instructor
instructor",the instructor,17,F,the instructor who was submitted the plagiarized papers,the instructor,the dean
LC-U-A2,the dean visited the instructor who was submitted the plagiarized papers.,What did the instructor get?,,"submitted the plagiarized papers
the plagiarized papers","submitted the plagiarized papers
the plagiarized papers
submitted the plagiarized papers
plagiarized papers",submitted the plagiarized papers,40,F,the instructor who was submitted the plagiarized papers,the instructor,the dean
LC-U-A1,the dean visited the instructor who was submitted the plagiarized papers.,What did the dean do?,,"visited the instructor
visited the instructor who was submitted the plagiarized papers","visited the instructor
visited the instructor who was submitted the plagiarized papers
visited",visited the instructor,9,F,the instructor who was submitted the plagiarized papers,the instructor,the dean
GP-A-PM,the manager prepared the report praised the employees.,Who was praised?,,the employees,"the employees
employees",the employees,40,F,the manager prepared the report,the manager,the employees
GP-A-PE,the manager prepared the report praised the employees.,Who was prepared the report?,,"the manager prepared the report
the manager","the manager prepared the report
the manager
manager prepared the report
manager",the manager,0,F,the manager prepared the report,the manager,the employees
GP-A-A1,the manager prepared the report praised the employees.,What did the manager do?,,praised the employees,"praised the employees
praised",praised the employees,32,F,the manager prepared the report,the manager,the employees
LC-A-AM,the employees praised the manager prepared the report.,Who praised the manager?,,the employees,"the employees
employees",the employees,0,F,the manager prepared the report,the manager,the employees
LC-A-PM,the employees praised the manager prepared the report.,Who was praised?,,"the manager prepared the report
the manager","the manager prepared the report
the manager
manager prepared the report
manager",the manager,22,F,the manager prepared the report,the manager,the employees
LC-A-PE,the employees praised the manager prepared the report.,Who was prepared the report?,,the manager,"the manager
manager",the manager,22,F,the manager prepared the report,the manager,the employees
LC-A-A2,the mailman envied the neighbour crocheted a blanket.,What did the neighbor get?,,"crocheted a blanket
a blanket","crocheted a blanket
a blanket
crocheted a blanket
blanket",crocheted a blanket,33,F,the neighbour crocheted a blanket,the neighbour,the mailman
LC-A-A1,the employees praised the manager prepared the report.,What did the employees do?,,"praised the manager
praised the manager prepared the report","praised the manager
praised the manager prepared the report
praised",praised the manager,14,F,the manager prepared the report,the manager,the employees
GP-A-AM,the manager prepared the report praised the employees.,Who praised the employees?,,"the manager prepared the report
the manager","the manager prepared the report
the manager
manager prepared the report
manager",the manager,0,F,the manager prepared the report,the manager,the employees
GP-U-AM,the manager who was prepared the report praised the employees.,Who praised the employees?,,"the manager who was prepared the report
the manager","the manager who was prepared the report
the manager
manager who was prepared the report
manager",the manager,0,F,the manager who was prepared the report,the manager,the employees
GP-U-PM,the manager who was prepared the report praised the employees.,Who was praised?,,the employees,"the employees
employees",the employees,48,F,the manager who was prepared the report,the manager,the employees
GP-U-PE,the manager who was prepared the report praised the employees.,Who was prepared the report?,,"the manager who was prepared the report
the manager","the manager who was prepared the report
the manager
manager who was prepared the report
manager",the manager,0,F,the manager who was prepared the report,the manager,the employees
GP-U-A1,the manager who was prepared the report praised the employees.,What did the manager do?,,praised the employees,"praised the employees
praised",praised the employees,40,F,the manager who was prepared the report,the manager,the employees
LC-U-AM,the employees praised the manager who was prepared the report.,Who praised the manager?,,the employees,"the employees
employees",the employees,0,F,the manager who was prepared the report,the manager,the employees
